col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
ham,Good Morning plz call me sir,good morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,good morning plz call me sir
ham,What's your room number again? Wanna make sure I'm knocking on the right door,what's your room number again? wanna make sure i'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking right door,what's your room number again? wanna make sure i'm knocking on the right door
ham,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx""","""si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx""","""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx""","""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx""","Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx","""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx""","""Si.como no?!listened2the plaid album-quite gd&the new air1 which hilarious-also boughtbraindancea comp.ofstuff aphex's ;abel,u hav2hear it!c u sn xxxx""","si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphex's ;abel,u hav2hear it!c u sn xxxx"
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson that the bb's are no longer comin. the money i was expecting aint coming,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,Pls tell nelson bb's no longer comin. The money i expecting aint coming,pls tell nelson that the bb's are no longer comin. the money i was expecting aint coming
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","give her something to drink, if she takes it and doesn't vomit then you her temp might drop. if she unmits however let me know.","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","Give her something drink, if she takes doesn't vomit then you her temp might drop. If she unmits however let me know.","give her something to drink, if she takes it and doesn't vomit then you her temp might drop. if she unmits however let me know"
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think you sent the text to the home phone. that cant display texts. if you still want to send it his number is,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,Think you sent text home phone. That cant display texts. If you still want send his number,think you sent the text to the home phone. that cant display texts. if you still want to send it his number is
ham,Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after  &lt;#&gt;  so only.,Every day i use to sleep after  &lt;#&gt;  so only.,Every day i use to sleep after  &lt;#&gt;  so only.,Every day i use to sleep after  &lt;#&gt;  so only,Every day i use to sleep after &lt;#&gt; so only.,Every day i use sleep after &lt;#&gt; so only.,every day i use to sleep after &lt;#&gt; so only
ham,K I'll call you when I'm close,k i'll call you when i'm close,K I'll call you when I'm close,K I'll call you when I'm close,K I'll call you when I'm close,K I'll call you when I'm close,K I'll call you when I'm close,k i'll call you when i'm close
ham,U buy newspapers already?,u buy newspapers already?,U buy newspapers already?,U buy newspapers already?,U buy newspapers already,U buy newspapers already?,U buy newspapers already?,u buy newspapers already
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif my sis lor... aft bathing my dog then i can bathe... looks like it's going 2 rain soon.,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going <NUM> rain soon.,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif my sis lor... aft bathing my dog then i can bathe... looks like it's going <NUM> rain soon
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo i'm on my way to my moms. she's making tortilla soup. yummmm,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm my way my moms. She's making tortilla soup. Yummmm,boo i'm on my way to my moms. she's making tortilla soup. yummmm
ham,No management puzzeles.,no management puzzeles.,No management puzzeles.,No management puzzeles.,No management puzzeles,No management puzzeles.,No management puzzeles.,no management puzzeles
ham,How did you find out in a way that didn't include all of these details,how did you find out in a way that didn't include all of these details,How did you find out in a way that didn't include all of these details,How did you find out in a way that didn't include all of these details,How did you find out in a way that didn't include all of these details,How did you find out in a way that didn't include all of these details,How did you find out way didn't include all these details,how did you find out in a way that didn't include all of these details
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","hi ya babe x u 4goten bout me?' scammers getting smart..though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. other nos used also. beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","hi ya babe x u 4goten bout me?' scammers getting smart..though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. other nos used also. beware"
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,back 2 work 2morro half term over! can u c me 2nite 4 some sexy passion b4 i have 2 go back? chat now 09099726481 luv dena calls £1/minmobsmorelkpobox177hp51fl,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,Back <NUM> work 2morro half term over! Can U C me 2nite <NUM> some sexy passion B4 I have <NUM> go back? Chat NOW <NUM> Luv DENA Calls £<NUM>/minMobsmoreLKPOBOX177HP51FL,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,back <NUM> work 2morro half term over! can u c me 2nite <NUM> some sexy passion b4 i have <NUM> go back? chat now <NUM> luv dena calls £<NUM>/minmobsmorelkpobox177hp51fl
ham,will you like to be spoiled? :),will you like to be spoiled? :),will you like to be spoiled? :),will you like to be spoiled? :),will you like to be spoiled? ,will you like to be spoiled? :),you like spoiled? :),will you like to be spoiled? 
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","thanks for your ringtone order, ref number r836. your mobile will be charged £4.50. should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836. Your mobile will be charged £<NUM>.<NUM>. Should your tone not arrive please call customer services on <NUM>","Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","Thanks your ringtone order, ref number R836. Your mobile charged £4.50. Should your tone not arrive please call customer services 09065069154","thanks for your ringtone order, ref number r836. your mobile will be charged £<NUM>.<NUM>. should your tone not arrive please call customer services on <NUM>"
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,i am getting threats from your sales executive shifad as i raised complaint against him. its an official message.,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,I am getting threats your sales executive Shifad i raised complaint against him. Its official message.,i am getting threats from your sales executive shifad as i raised complaint against him. its an official message
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well 'doctors' ;) reminds me i still need 2go.did u c d little thing i left lounge?,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge
ham,Den wat will e schedule b lk on sun?,den wat will e schedule b lk on sun?,Den wat will e schedule b lk on sun?,Den wat will e schedule b lk on sun?,Den wat will e schedule b lk on sun,Den wat will e schedule b lk on sun?,Den wat e schedule b lk sun?,den wat will e schedule b lk on sun
ham,Lol enjoy role playing much?,lol enjoy role playing much?,Lol enjoy role playing much?,Lol enjoy role playing much?,Lol enjoy role playing much,Lol enjoy role playing much?,Lol enjoy role playing much?,lol enjoy role playing much
ham,Ok. Me watching tv too.,ok. me watching tv too.,Ok. Me watching tv too.,Ok. Me watching tv too.,Ok. Me watching tv too,Ok. Me watching tv too.,Ok. Me watching tv too.,ok. me watching tv too
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams","I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","I just lov this line: ""Hurt me truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me lie"" gud ni8 sweet dreams","i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone..... but, never comfort me with a lie"" gud ni8 and sweet dreams"
ham,"Just checked out, heading out to drop off my stuff now","just checked out, heading out to drop off my stuff now","Just checked out, heading out to drop off my stuff now","Just checked out, heading out to drop off my stuff now","Just checked out, heading out to drop off my stuff now","Just checked out, heading out to drop off my stuff now","Just checked out, heading out drop off my stuff now","just checked out, heading out to drop off my stuff now"
ham,Here got lots of hair dresser fr china.,here got lots of hair dresser fr china.,Here got lots of hair dresser fr china.,Here got lots of hair dresser fr china.,Here got lots of hair dresser fr china,Here got lots of hair dresser fr china.,Here got lots hair dresser fr china.,here got lots of hair dresser fr china
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Sad story of a Man Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids I went to work. Even my Colleagues did not wish,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Sad story Man - Last week my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went work. Even my Colleagues did not wish.,sad story of a man last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids i went to work. even my colleagues did not wish
ham,Ill call you evening ill some ideas.,ill call you evening ill some ideas.,Ill call you evening ill some ideas.,Ill call you evening ill some ideas.,Ill call you evening ill some ideas,Ill call you evening ill some ideas.,Ill call you evening ill some ideas.,ill call you evening ill some ideas
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile: choose from 1000s of gr8 tones each wk! this is a subscrition service with weekly tones costing 300p. u have one credit - kick back and enjoy,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit kick back and ENJOY,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SplashMobile: Choose 1000s gr8 tones each wk! This subscrition service weekly tones costing 300p. U have one credit - kick back ENJOY,splashmobile: choose from 1000s of gr8 tones each wk! this is a subscrition service with weekly tones costing 300p. u have one credit kick back and enjoy
ham,Did you show him and wot did he say or could u not c him 4 dust?,did you show him and wot did he say or could u not c him 4 dust?,Did you show him and wot did he say or could u not c him 4 dust?,Did you show him and wot did he say or could u not c him <NUM> dust?,Did you show him and wot did he say or could u not c him 4 dust,Did you show him and wot did he say or could u not c him 4 dust?,Did you show him wot did say or could u not c him 4 dust?,did you show him and wot did he say or could u not c him <NUM> dust
ham,It should take about  &lt;#&gt;  min,it should take about  &lt;#&gt;  min,It should take about  &lt;#&gt;  min,It should take about  &lt;#&gt;  min,It should take about  &lt;#&gt;  min,It should take about &lt;#&gt; min,It should take about &lt;#&gt; min,it should take about &lt;#&gt; min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. Call <NUM> rude chat private line <NUM> to cum. Wan 2C pics of me gettin shagged then text PIX to <NUM>. 2End send STOP <NUM> SAM xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard U4 while. Call 4 rude chat private line 01223585334 cum. Wan 2C pics me gettin shagged then text PIX 8552. 2End send STOP 8552 SAM xxx,not heard from u4 a while. call <NUM> rude chat private line <NUM> to cum. wan 2c pics of me gettin shagged then text pix to <NUM>. 2end send stop <NUM> sam xxx
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . now i am in bus. If i come soon i will come otherwise tomorrow,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok . . now i am bus. . If i come soon i come otherwise tomorrow,ok . now i am in bus. if i come soon i will come otherwise tomorrow
ham,I cant pick the phone right now. Pls send a message,i cant pick the phone right now. pls send a message,I cant pick the phone right now. Pls send a message,I cant pick the phone right now. Pls send a message,I cant pick the phone right now. Pls send a message,I cant pick the phone right now. Pls send a message,I cant pick phone right now. Pls send message,i cant pick the phone right now. pls send a message
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<forwarded from 88877>free entry into our £250 weekly comp just send the word enter to 88877 now. 18 t&c www.textcomp.com,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C <URL>,<Forwarded from <NUM>>FREE entry into our £<NUM> weekly comp just send the word ENTER to <NUM> NOW. <NUM> T&C www.textcomp.com,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<Forwarded 88877>FREE entry into our £250 weekly comp just send word ENTER 88877 NOW. 18 T&C www.textcomp.com,<forwarded from <NUM>>free entry into our £<NUM> weekly comp just send the word enter to <NUM> now. <NUM> t&c <URL>
ham,Finish liao... U?,finish liao... u?,Finish liao... U?,Finish liao... U?,Finish liao... U,Finish liao... U?,Finish liao... U?,finish liao... u
spam,88066 FROM 88066 LOST 3POUND HELP,88066 from 88066 lost 3pound help,88066 FROM 88066 LOST 3POUND HELP,<NUM> FROM <NUM> LOST 3POUND HELP,88066 FROM 88066 LOST 3POUND HELP,88066 FROM 88066 LOST 3POUND HELP,88066 FROM 88066 LOST 3POUND HELP,<NUM> from <NUM> lost 3pound help
ham,Haha i think i did too,haha i think i did too,Haha i think i did too,Haha i think i did too,Haha i think i did too,Haha i think i did too,Haha i think i did too,haha i think i did too
ham,U know we watchin at lido?,u know we watchin at lido?,U know we watchin at lido?,U know we watchin at lido?,U know we watchin at lido,U know we watchin at lido?,U know we watchin lido?,u know we watchin at lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,Life spend someone lifetime may meaningless but few moments spent someone who really love you means more than life itself..,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?","haha awesome, i've been to 4u a couple times. who all's coming?","Haha awesome, I've been to 4u a couple times. Who all's coming?","Haha awesome, I've been to 4u a couple times. Who all's coming?","Haha awesome, I've been to 4u a couple times. Who all's coming","Haha awesome, I've been to 4u a couple times. Who all's coming?","Haha awesome, I've been 4u couple times. Who all's coming?","haha awesome, i've been to 4u a couple times. who all's coming"
ham,Cold. Dont be sad dear,cold. dont be sad dear,Cold. Dont be sad dear,Cold. Dont be sad dear,Cold. Dont be sad dear,Cold. Dont be sad dear,Cold. Dont sad dear,cold. dont be sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think i could stop by in like an hour or so? my roommate's looking to stock up for a trip,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,Think I could stop like hour or so? My roommate's looking stock up trip,think i could stop by in like an hour or so? my roommate's looking to stock up for a trip
ham,Is that on the telly? No its Brdget Jones!,is that on the telly? no its brdget jones!,Is that on the telly? No its Brdget Jones!,Is that on the telly? No its Brdget Jones!,Is that on the telly? No its Brdget Jones,Is that on the telly? No its Brdget Jones!,Is telly? No Brdget Jones!,is that on the telly? no its brdget jones
ham,Love you aathi..love u lot..,love you aathi..love u lot..,Love you aathi..love u lot..,Love you aathi..love u lot..,Love you aathi..love u lot,Love you aathi..love u lot..,Love you aathi..love u lot..,love you aathi..love u lot
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello! how r u? im bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! =/,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! ,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,Hello! How r u? Im bored. Inever thought id get bored tv but I am. Tell me something exciting happened there? Anything! =/,hello! how r u? im bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! 
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900...,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,Hmm...Bad news...Hype park plaza $<NUM> studio taken...Only left <NUM> bedrm-$<NUM>...,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm...bad news...hype park plaza $<NUM> studio taken...only left <NUM> bedrm-$<NUM>
ham,"Sorry, I'll call later in meeting","sorry, i'll call later in meeting","Sorry, I'll call later in meeting","Sorry, I'll call later in meeting","Sorry, I'll call later in meeting","Sorry, I'll call later in meeting","Sorry, I'll call later meeting","sorry, i'll call later in meeting"
ham,R ü comin back for dinner?,r ü comin back for dinner?,R ü comin back for dinner?,R ü comin back for dinner?,R ü comin back for dinner,R ü comin back for dinner?,R ü comin back dinner?,r ü comin back for dinner
ham,"I hav almost reached. Call, i m unable to connect u.","i hav almost reached. call, i m unable to connect u.","I hav almost reached. Call, i m unable to connect u.","I hav almost reached. Call, i m unable to connect u.","I hav almost reached. Call, i m unable to connect u","I hav almost reached. Call, i m unable to connect u.","I hav almost reached. Call, i m unable connect u.","i hav almost reached. call, i m unable to connect u"
ham,Whom you waited for yesterday,whom you waited for yesterday,Whom you waited for yesterday,Whom you waited for yesterday,Whom you waited for yesterday,Whom you waited for yesterday,Whom you waited yesterday,whom you waited for yesterday
ham,I reach home safe n sound liao...,i reach home safe n sound liao...,I reach home safe n sound liao...,I reach home safe n sound liao...,I reach home safe n sound liao,I reach home safe n sound liao...,I reach home safe n sound liao...,i reach home safe n sound liao
ham,"Velly good, yes please!","velly good, yes please!","Velly good, yes please!","Velly good, yes please!","Velly good, yes please","Velly good, yes please!","Velly good, yes please!","velly good, yes please"
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do","Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Hi, wkend ok but journey terrible. Wk not good have huge back log marking do","hi, wkend ok but journey terrible. wk not good as have huge back log of marking to do"
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i have had two more letters from . i will copy them for you cos one has a message for you. speak soon,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,I have had two more letters from I will copy them for you cos one has a message for you. Speak soon,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,I have had two more letters . I copy them you cos one message you. Speak soon,i have had two more letters from i will copy them for you cos one has a message for you. speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like <NUM>,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows guy who sells mids but he's down south tampa I don't think I could set up before like 8,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like <NUM>
ham,Dont you have message offer,dont you have message offer,Dont you have message offer,Dont you have message offer,Dont you have message offer,Dont you have message offer,Dont you have message offer,dont you have message offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptx,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone <NUM> or 2StopTx,Had your mobile 11mths Update for FREE to Oranges latest colour camera mobiles unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Had your mobile 11mths ? Update FREE Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 freefone 08000839402 or 2StopTx,had your mobile 11mths update for free to oranges latest colour camera mobiles unlimited weekend calls. call mobile upd8 on freefone <NUM> or 2stoptx
